623,5.087,10.369,-0.555
624,5.536,10.185,-0.558
625,5.984,10.001,-0.559
626,6.433,9.817,-0.562
627,6.882,9.634,-0.565
628,7.331,9.451,-0.566
629,7.780,9.268,-0.570
630,8.229,9.086,-0.575
631,8.678,8.903,-0.579
632,9.127,8.721,-0.582
633,9.577,8.539,-0.585
634,10.026,8.358,-0.587
635,10.476,8.176,-0.589
636,10.926,7.995,-0.590
637,11.375,7.814,-0.594
638,11.825,7.633,-0.596
639,12.275,7.452,-0.598
640,12.724,7.271,-0.601
641,13.174,7.090,-0.604
642,13.624,6.909,-0.608
643,14.074,6.729,-0.611
644,14.524,6.548,-0.614
645,14.974,6.368,-0.616
646,15.424,6.187,-0.617
647,15.874,6.006,-0.619
648,16.323,5.826,-0.622
649,16.773,5.645,-0.626
650,17.223,5.464,-0.629
651,17.673,5.283,-0.631
652,18.123,5.102,-0.632
653,18.572,4.921,-0.632
654,19.022,4.740,-0.632
655,19.472,4.559,-0.632
656,19.921,4.377,-0.632
657,20.371,4.196,-0.633
658,20.821,4.015,-0.635
659,21.270,3.834,-0.638
660,21.720,3.653,-0.642
661,22.170,3.472,-0.645
662,22.620,3.291,-0.647
663,23.070,3.111,-0.648
664,23.520,2.931,-0.650
665,23.970,2.751,-0.653
666,24.420,2.571,-0.657
667,24.870,2.391,-0.660
668,25.321,2.212,-0.664
669,25.772,2.034,-0.666
670,26.222,1.855,-0.668
671,26.673,1.677,-0.671
672,27.125,1.500,-0.674
673,27.576,1.323,-0.678
674,28.028,1.147,-0.681
675,28.479,0.971,-0.684
676,28.931,0.796,-0.690
677,29.384,0.621,-0.694
678,29.836,0.447,-0.697
679,30.289,0.273,-0.702
680,30.742,0.101,-0.706
681,31.195,-0.071,-0.709
682,31.649,-0.242,-0.713
683,32.102,-0.413,-0.716
684,32.557,-0.582,-0.717
685,33.011,-0.751,-0.718
686,33.466,-0.919,-0.717
687,33.921,-1.086,-0.717
688,34.376,-1.252,-0.717
689,34.832,-1.418,-0.717
690,35.288,-1.582,-0.717
691,35.745,-1.746,-0.717
692,36.201,-1.908,-0.717
693,36.658,-2.070,-0.717
694,37.116,-2.230,-0.717
695,37.574,-2.390,-0.717
696,38.032,-2.549,-0.717
697,38.490,-2.706,-0.717
698,38.949,-2.863,-0.717
699,39.408,-3.019,-0.717
700,39.868,-3.173,-0.718
701,40.327,-3.327,-0.720
702,40.788,-3.479,-0.722
703,41.248,-3.630,-0.726
704,41.709,-3.780,-0.732
705,42.171,-3.929,-0.736
706,42.632,-4.077,-0.739
707,43.094,-4.224,-0.742
708,43.557,-4.369,-0.745
709,44.020,-4.514,-0.749
710,44.483,-4.657,-0.752
711,44.946,-4.799,-0.756
712,45.410,-4.939,-0.761
713,45.875,-5.079,-0.764
714,46.339,-5.217,-0.769
715,46.804,-5.354,-0.776
716,47.270,-5.489,-0.780
717,47.736,-5.624,-0.783
718,48.202,-5.757,-0.787
719,48.668,-5.889,-0.787
720,49.135,-6.020,-0.787
721,49.602,-6.151,-0.789
722,50.069,-6.280,-0.791
723,50.537,-6.409,-0.793
724,51.004,-6.536,-0.794
725,51.472,-6.664,-0.796
726,51.940,-6.790,-0.798
727,52.408,-6.916,-0.799
728,52.877,-7.041,-0.801
729,53.345,-7.166,-0.803
730,53.813,-7.291,-0.804
731,54.282,-7.415,-0.806
732,54.751,-7.539,-0.807
733,55.219,-7.663,-0.811
734,55.688,-7.786,-0.814
735,56.157,-7.910,-0.815
736,56.626,-8.033,-0.818
737,57.095,-8.157,-0.822
738,57.563,-8.280,-0.825
739,58.032,-8.404,-0.828
740,58.501,-8.528,-0.831
741,58.970,-8.652,-0.833
742,59.438,-8.776,-0.834
743,59.907,-8.901,-0.836
744,60.375,-9.025,-0.840
745,60.844,-9.150,-0.843
746,61.312,-9.274,-0.846
747,61.781,-9.398,-0.850
748,62.250,-9.523,-0.853
749,62.718,-9.647,-0.856
750,63.187,-9.772,-0.860
751,63.655,-9.896,-0.863
752,64.124,-10.020,-0.866
753,64.592,-10.144,-0.870
754,65.061,-10.268,-0.873
755,65.530,-10.392,-0.876
756,65.999,-10.516,-0.880
757,66.468,-10.639,-0.883
758,66.936,-10.762,-0.887
759,67.405,-10.885,-0.890
760,67.874,-11.008,-0.893
761,68.344,-11.130,-0.898
762,68.813,-11.252,-0.903
763,69.282,-11.374,-0.906
764,69.751,-11.495,-0.911
765,70.221,-11.616,-0.915
766,70.690,-11.737,-0.918
767,71.160,-11.857,-0.921
768,71.630,-11.977,-0.925
769,72.100,-12.096,-0.931
770,72.570,-12.215,-0.935
771,73.040,-12.334,-0.938
772,73.510,-12.452,-0.941
773,73.980,-12.570,-0.943
774,74.450,-12.688,-0.945
775,74.921,-12.805,-0.948
776,75.391,-12.922,-0.952
777,75.862,-13.039,-0.955
778,76.332,-13.155,-0.958
779,76.803,-13.271,-0.962
780,77.274,-13.387,-0.965
781,77.745,-13.502,-0.968
